# BEAST v1.10.5 Prerelease #23570d1
# Generated Wed Nov 30 14:30:20 CET 2022 [seed=1669815016066]
# -beagle_gpu -beagle_order 1 -overwrite -save_every 10000000 -save_state RSV.A.1213.country.cont0.dump.txt RSV.A.1213.country.xml
state	joint	prior	likelihood	country.clock.rate	country.coefficients1	country.coefficients2	country.coefficients3	country.coefficients4	country.coefficients5	country.coefficients6	country.coefficients7	country.coefIndicators1	country.coefIndicators2	country.coefIndicators3	country.coefIndicators4	country.coefIndicators5	country.coefIndicators6	country.coefIndicators7	country.includedPredictors	country.coefficientsTimesIndicators1	country.coefficientsTimesIndicators2	country.coefficientsTimesIndicators3	country.coefficientsTimesIndicators4	country.coefficientsTimesIndicators5	country.coefficientsTimesIndicators6	country.coefficientsTimesIndicators7	country.branchRates	c_allTransitions[1]
0	-1727.9719438968298	-182.8090118115354	-1545.1629320852944	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	321.0
10000	-1534.0715238639548	-106.66071912603734	-1427.4108047379175	0.054582561725399686	0.7554608946559193	-0.560554359295	-0.372675840529287	-5.331581550048603	2.426459497334178	0.8945308217691805	0.8664809675013339	1.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0	0.7554608946559193	-0.0	-0.372675840529287	-0.0	0.0	0.8945308217691805	0.8664809675013339	0.0	329.0
20000	-1528.333469783642	-102.71193542170552	-1425.6215343619365	0.05537171841213505	0.6175191316600616	1.5362121336225565	-0.4226928408413288	-0.7451009485912825	-4.590484127684384	1.083668803194645	1.00261048612831	1.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0	0.6175191316600616	0.0	-0.4226928408413288	-0.0	-0.0	1.083668803194645	1.00261048612831	0.0	331.0
30000	-1531.7877253285203	-98.4235221396304	-1433.3642031888899	0.05014071751338928	0.8192831919056824	-5.350275839014134	-0.5159731146595152	-0.5635382497366261	-0.7747165661211057	1.0010850615698188	0.9253374405096393	1.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0	0.8192831919056824	-0.0	-0.5159731146595152	-0.0	-0.0	1.0010850615698188	0.9253374405096393	0.0	339.0
40000	-1526.0287631224476	-96.17817252022972	-1429.8505906022178	0.05006793922346528	0.9279285037533014	3.040110937360852	-0.5003326926055075	-1.0506813813817402	-1.0965762072131646	0.9691950495178864	0.8374583292961781	1.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0	0.9279285037533014	0.0	-0.5003326926055075	-0.0	-0.0	0.9691950495178864	0.8374583292961781	0.0	331.0
50000	-1534.7714025532562	-90.78280177660233	-1443.9886007766538	0.04718867192088453	0.9375630935030868	-1.797339948648907	-0.47608286554985196	0.3979280791531205	-1.5778241827896102	0.9099942096736504	0.819364797575749	1.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0	0.9375630935030868	-0.0	-0.47608286554985196	0.0	-0.0	0.9099942096736504	0.819364797575749	0.0	322.0
60000	-1537.9433739077235	-97.1640148821463	-1440.7793590255772	0.049677676009465516	0.6777188674302176	-0.6681857087978555	-0.44683897571810915	-5.305393857806931	2.8748102956813586	0.9788690558575296	0.8671717381921047	1.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0	0.6777188674302176	-0.0	-0.44683897571810915	-0.0	0.0	0.9788690558575296	0.8671717381921047	0.0	325.0
70000	-1532.5282925192246	-81.06834401285148	-1451.4599485063732	0.0413351033583164	0.6095340859347476	-1.3391646263965942	-0.2751648118504228	-0.9277775944284127	0.34241626766166444	1.2691188383962946	0.7654414507045368	1.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0	0.6095340859347476	-0.0	-0.2751648118504228	-0.0	0.0	1.2691188383962946	0.7654414507045368	0.0	328.0
80000	-1531.872857323453	-88.12732456406427	-1443.7455327593887	0.0443271162829488	0.8079495650145252	-1.3338746223162765	-0.2697554705001561	-0.26235813053203394	0.5046276576979474	1.0069117744890534	0.7645751043216005	1.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0	0.8079495650145252	-0.0	-0.2697554705001561	-0.0	0.0	1.0069117744890534	0.7645751043216005	0.0	320.0
90000	-1530.9874047775318	-92.54493919665748	-1438.4424655808743	0.04746632965123709	0.7572363602344069	-2.496342609997227	-0.35887967004766685	-2.3661270247701442	2.8134386670079516	1.1521781024800741	0.8160876950376356	1.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0	0.7572363602344069	-0.0	-0.35887967004766685	-0.0	0.0	1.1521781024800741	0.8160876950376356	0.0	339.0
100000	-1534.6660764202004	-93.06973446213934	-1441.596341958061	0.04850328619254496	0.890690994276658	-2.2094030277692522	-0.28379043598779935	1.3811829386015595	-1.8959939723259578	1.1363394279559338	0.7521955640153821	1.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0	0.890690994276658	-0.0	-0.28379043598779935	0.0	-0.0	1.1363394279559338	0.7521955640153821	0.0	327.0
110000	-1525.4310313727196	-88.93971359514369	-1436.491317777576	0.04487982219123853	0.8803487780085514	-3.5949076127378543	-0.4534462965385319	-0.40293299051569387	-1.9725078956042394	1.2027060345469711	0.813791605260226	1.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0	0.8803487780085514	-0.0	-0.4534462965385319	-0.0	-0.0	1.2027060345469711	0.813791605260226	0.0	339.0
120000	-1530.4374505021503	-86.7483043867428	-1443.6891461154075	0.0441519537287491	0.7926013398913923	0.4200162490404958	-0.3440494508713517	0.9087831384155258	1.9179181188942835	1.089294921324937	0.8654055005897042	1.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0	0.7926013398913923	0.0	-0.3440494508713517	0.0	0.0	1.089294921324937	0.8654055005897042	0.0	321.0
130000	-1516.4585410520522	-86.48641178687238	-1429.9721292651798	0.04516991700667467	0.7750860996788576	1.3646596007570684	-0.3313487402549542	0.9721997317524217	-1.5595939605411915	1.0814285788397102	0.7737033130117316	1.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0	0.7750860996788576	0.0	-0.3313487402549542	0.0	-0.0	1.0814285788397102	0.7737033130117316	0.0	313.0
